titulo,clip,n_frames,texto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0185,75,porque faltan 1000 kilometros para san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0186,125,no se cuanto falta para san pablo faltan un monton para san pablo bueno agarramos le digo y se cambiemos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0187,75,que no maneje mas este chabon porque estaba agarrando a todos los pozos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0188,75,y aca la ruta esta malisima a todo esto frenamos en esta estacion
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0189,75,y veiamos por la television que habia un monton de argentinos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0190,100,que se mataban en la ruta me acuerdo que en un dia murieron 11 argentinos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0191,125,porque alla en la ruta hay muchas que son de montañas y no tienen warrain entonces segui de largo y viajaba viajaba hasta el fondo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0192,75,entonces agarra ya estabamos todos reperseguidos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0193,100,estamos en la autopista a todo esto ya dormir de dia todos chivados
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0200,98,pero a la vez levantabas temperatura entonces te levantabas todo chivado por arriba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0201,100,por abajo te daba frio y el sol no no no no era una
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0202,125,habia una humedad porque ya estabamos por o sea como en la parte de cerca de misiones
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0203,75,o sea mas o menos mas arriba de misiones imaginense la humedad que hay
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0205,75,nos despertamos estabamos llegando a san pablo a quien le toca claro
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0206,125,el tema era que nosotros teniamos los turnos ya para manejar de diferentes maneras
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0207,100,o sea al que le tocaba le tocaba no podiamos respetabamos las horas de sueño
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0208,75,y de manejo o sea nunca una persona podia manejar mas de 8 horas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0209,100,el turno anterior habia sido el de lulo y no habia sido el de juancito y yo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0210,75,le tocaba a lulo y a el y lulo ya habia manejado le tocaba al gordo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0211,75,bueno le tocaba a alan el camion de ya camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0212,75,entonces luciano se sienta de copiloto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0213,75,y el chavon adelante entonces estabamos viendo los carteles
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0214,75,de cercania a san pablo entonces siempre el problema ah tambien el problema era que
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0215,100,decian che el asiento mas adelante loco no entraba no entraba nada no la siento mas atras
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0216,100,bueno llegabamos a san pablo veiamos los carteles yo veia que luciano ya empezaba a
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0217,75,a ponerse loco entonces luciano de copiloto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0218,75,y el gordo manejando el camion de basura manejando ah dice
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0219,100,bueno escuchamos una cosa estamos llegando a san pablo ahora tenes que poner maxima atencion
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0220,100,en todo lo que te voy a decir vos no vas a mirar el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0221,75,no vas a mirar el gps vas a escuchar lo que yo te digo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0222,75,y vas a hacer lo que yo te digo bueno bueno entonces estabamos asi
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0223,75,eh san pablo no se cuanto tiempo ha habido llegando en un momento
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0224,100,llegamos a las autopistas llegamos a las autopistas y habiamos cambiado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0225,75,yo les habia cambiado al gps le habia cambiado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0226,75,vieron que todo dio una flechita al gps bueno yo le habia cambiado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0227,75,y puse un pajarito que volaba entonces vos veias el pajarito
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0228,75,que volaba en el mapa entonces estaba vos veias el pajarito
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0229,100,en un momento empezamos a ver y yo veia que habia autopistas que nos pasaban por arriba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0230,100,y no estaban en el mapa entonces yo le digo a vos actualizaste el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0231,75,le digo porque toda esta ruta que estan pasandonos por arriba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0232,75,yo no las veo en el mapa entonces dice
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0233,75,uu me olvide pero no pasa nada seguimos los carteles
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0234,75,vos sos pelotudo y ahi luciano les
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0235,75,pero fue increible al toque dijo vos sos pelotudo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0236,100,aparte de imaginate una persona con la que no tenes confianza que la viste una vez en tu vida
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0237,75,hace horas que la conoces ya se estaban insultando o sea luciano resultaba a el
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0238,75,por parte de luciano te mata vos sos pelotudo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0239,75,lo unico que te dije es que el tolice es el gps ahora nos vamos a morir
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0240,100,ahora nos sabemos que hacer y ahora como mierda sabemos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0241,75,entonces le digo bueno para para para bajar la velocidad
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0242,75,miremos los carteles y tratemos de deducir entre todos por donde mierda ir
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0243,75,no nos vamos a morir nos vamos a morir lo unico que te dije
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0244,100,a tolice es el gps y se mueve y no me olvide pasa que sali con todo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0245,75,agarre los agujes que mierda me importa los agujes yo te dije que traia los agujes
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0246,100,te dije que el tolice es el gps por que teniamos que pasar por san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0247,75,y aca no entonces bueno discusion digo luciano para de gritar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0248,75,no se griten mas vamos a solucionarlo a todo esto ya habia que girar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0249,100,en un momento el gps empieza a decir a mil metros gire a la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0250,75,bueno tirate la derecha entonces valgord dice si
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0251,100,tirate la derecha no puedo tenia un camion te estoy diciendo que te tienes a la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0252,75,a 500 metros doble la derecha tirate la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0253,100,tengo un camion con acoplado luciano no puedo tirate a la derecha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0254,100,doble a 200 metros tome la salida tenia un camion con acoplado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0255,75,doble la derecha doble la derecha no puedo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0256,75,tirate la derecha recalculando nooo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0257,75,no sos un imbecil ves que sos un imbecil no vamos a morir
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0258,100,no se que le dice digo para para para
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0259,75,le digo frena el auto frena el auto no se puede frenar aca
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0260,75,dice yo te dije que doble la derecha que carajo estas haciendo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0261,75,te das cuenta ahora estamos perdidos en san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0262,100,y ahora vamos a saber lo que es esto mirad a ver todas las favelas que hay aca al costado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0263,75,no entender nada sos un pelo a todo sos un inservible
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0264,75,bueno a todo esto le digo lulo ya esta amigo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0265,75,ya esta vamos a ver como salimos mira aparece en el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0266,75,y el pajarito y luciano decia quien mierda
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0267,75,poso ese pajaro no se ve nada por donde vamos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0268,75,geronimo no te das cuenta el pajaro es mas grande que la ruta entonces no vemos donde doblar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0269,75,digo lulo estas en crisis amigo a ver
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0270,100,no es culpa del pajarito ni tampoco es culpa de que
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0271,75,la unica culpa del chabon que no actualizo el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0272,75,ya esta ahora que ve como salimos de aca
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0273,100,mire el gps agarra y pone proximo retorno a 20 km
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0274,100,20 km de que no tenemos señal de telefono
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0275,75,ya tenemos el telebato y digo bueno a ver a todo esto el chabon
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0276,75,ya estaba entrando en crisis que manejaba le digo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0277,75,juancito le dice bueno lulo ya esta va a entrar en crisis el chabon
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0278,75,esta manejando el bueno seguis seguis seguis
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0279,100,ya estaba no servis para nada que esto que el otro yo todo esto me dio riendome
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0280,100,en un momento le dice bueno seguimos esos 20 km
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0281,75,y el chabon mira el gps y va manejando el
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0282,75,claro no podiamos frenar porque no habia donde frenar amigos las rutas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0283,100,y las autopistas en brasil no tienen panquina ni no no
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0284,75,o sea es dale y dale entonces en un momento ibamos asi
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0285,75,ehh y faltaban 3 km creo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0286,100,2 km para dar la vuelta o sea lo que hicimos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0287,75,lo que ya hemos hecho este pelotudo mira el gps y dice
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0288,100,ahi hay un retorno y en el medio de la autopista empieza doble y se mete en una salida
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0289,75,y dice luciano que estas haciendo por que doblaste aca
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0290,75,le dice no es que es un retorno esto no es un retorno
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0291,75,osos pelotudos esta es la bajada de una favela
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0292,75,y no se que entonces le dice a todo esto luciano tenia razon
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0293,75,agarramos la rotonda cuando agarramos la rotonda
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0294,75,se lo juro por mi madre fue increible esta secuencia era de pelicula
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0295,75,era una subida amigos estabamos yendo a los morros
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0296,75,o sea veia los ranchos de dos pisos de chapa
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0297,75,todo empezamos a ir por una callecita y al final de la callecita
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0298,75,habia 5 br sentados
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0299,75,asi uno fumando porro no se que
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0300,75,y en el auto ven la patente argentina y dice aca esta
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0301,75,estos son pollo estos son pollo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0302,75,se levantan miguna que si ibamos a 20
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0303,100,cuando se levantan los br que estaban enfrente yo luciano a los gritos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0304,75,no no no chau no robaron no robaron no robaron
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0305,75,le digo callate la boca frenad dale marcha atras
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0306,75,no se puede dar marcha atras da marcha atras o te arranco la cabeza
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0307,100,da marcha atras embajada si este muchacho no sabia manejar marcha adelante
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0308,75,imaginense marcha atras no no no yo estaba atraspirando
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0309,75,porque los chabones se nos venian no nos corrian
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0310,75,pero venian caminando ibamos muy lento dimos marcha atras
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0311,75,le digo vos asilo que te dice el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0312,75,basta de pelotudiar basta de seguir tu instinto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0313,75,porque tu instinto es una mierda entonces agarra
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0314,75,dice bueno luciano me dice no manejas mas no manejas mas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0315,100,te juro que no manejas mas entonces el chabon agarra
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0316,100,da la vuelta marcha atras no se que agarramos la salida volvemos a la autopista
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0317,75,dice a partir de ahora vas a hacer lo que yo te digo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0318,75,no lo que dice el gps no lo que dice jeronimo no lo que dice juancito
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0319,75,vas a hacer lo que yo te digo bueno frenamos una estacion de servicio
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0320,75,crisis todo yo lo lavaro a mear lavarnos la cara
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0321,75,hable con lulo le digo amigo yo entiendo tenes razon en todo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0322,75,pero ya esta tratemos de salir de san pablo hablemos con el
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0323,75,a todo esto yo no entiendo nada de portugues
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0324,75,ninguno hablaba portugues hablabamos con uno que estaba en la estacion de servicio
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0325,75,amigo era imposible
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0326,75,inentendible lo que nos decia nos la tornaba
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0327,75,boteaba los de bequiro entonces yo digo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0328,75,no se ni que me esta diciendo no le den bola lo que nos esta explicando
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0329,75,porque es peor o sea hagamos lo que dice el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0330,75,bueno nos subimos al auto luciano le digo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0331,75,amigo ya esta no lo conocen
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0332,75,chavon no lo guardes se pico se pico
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0333,75,ya esta bueno me dice no no no
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0334,75,amigo este tipo va a ser que nos maten vos queres que nos maten
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0335,75,nos van a matar casi terminamos los morros y el que hace yo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0336,75,terminado vole a mi casa digo pero no paso nada
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0337,75,boludo digo calma tu poco ya esta safamos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0338,75,eso es lo importante no hay que dejarlo manejar en zonas criticas el chavon
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0339,100,no puede manejar en esos lugares a este chavon hay que darle una ruta recta
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0340,75,y que agarre esa ruta recta pasa la crisis no se que
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0341,75,nos subimos al auto agarra a luciano dice manejo yo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0342,75,manejo vos pero vos ya manejaste no
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0343,75,pero ya es que lo ves espabilados y casi nos morimos
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0000,275,es una verguenza absoluta lo que acaba de pasar en la cancha de racing y la verdad es que cualquier cosa que pueda decir en este video
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0001,225,no no me voy a arrepentir no no me voy a arrepentir bajo ningun concepto porque tengo los huevos llenos de este equipo de racing
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0002,250,y la realidad es que no hay manera de que el tecnico pueda seguir despues de quedar afuera en copa sudamericana contra caracas
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0005,175,porque ni siquiera es que le mereciste ganar eh a caracas o sea te tuvieron que dar un penal que no era penal
