split,spk,titulo,clip,n_frames,texto,npz
test,f11,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0116,96,cesar nos vemos matias chau los quiero,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0116.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0000,117,holi holis bellos mios como estan soy yo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0000.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0001,162,la señora elfa y hoy en el video de la fecha vamos a hablar de anecdotas de pueblos,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0001.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0002,90,ustedes me mandaron sus anecdotas de pueblo a djforanachorracom,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0002.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0003,92,sobre infidelidades cosas de pueblo vieron lo que pasa en el pueblo queda en el pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0003.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0004,86,ademas pasan cosas terribles en el pueblo y una que tiene que hacer irse del pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0004.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0005,80,muchas historias tragicas cosas que van a entender los que son de pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0005.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0006,92,yo elegi las mejores anecdotas que me mandaron y ahora voy a reaccionar,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0006.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0008,100,te escribo porque necesito escupir un veneno que tengo guardado en mi epoca de pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0008.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0009,127,te pido por favor anonimato total porque si esto se filtra me tengo que ir a vivir a la antartida,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0009.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0010,80,el tema del pueblo ademas es que siempre todo es un secreto,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0010.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0011,80,porque realmente si se filtra cualquier cosa tenes que ir a otro pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0011.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0012,126,contexto soy de un pueblo del interior de la provincia de buenos aires en donde somos aproximadamente 5000 habitantes,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0012.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0013,125,yo tenia 15 años y salia con un machote de 19 que trabajaba en la panaderia del pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0013.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0014,97,el pibe era el tipico rudo alto peleador boliche,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0014.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0015,129,obviamente esta mal chicos si tenes 15 años y estas con el de 19 se entiende tenes un tratamiento como me la mandan pero bueno se entiende,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0015.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0016,121,no voy a empezar a hacer bajada de linea pero bueno si es ilegal ademas que bajada de linea es un delito,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0016.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0017,102,pero digo para que no explote el chat pero bueno que quieren que haga estas cosas pasan,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0017.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0018,99,esto paso en el pueblo viste el pibe era el tipico rudo alto peleador,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0018.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0019,156,peleador boliche al que iba boliche en el que armaba quilombo cuestion que el tipo me vivia metiendo los cuernos con la hija del panadero,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0019.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0020,108,que en ese momento era menor que yo si un horror todo ademas siento que los pueblos,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0020.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0021,101,esto capaz estoy estereotipando seguro estoy estereotipando pero siento que los pueblos pasan,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0021.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0022,104,vieron que antes en la epoca de nuestros abuelos era como comun que,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0022.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0023,105,no se vos le mandas a tu abuela abuelita a que edad conociste al abuelo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0023.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0024,139,y te dicen a los 12 y que edad tenia el abuelo 20,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0024.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0025,229,y a que edad te casaste a los 13 y no se le mueve un pelo viste y te lo cuentan,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0025.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0026,107,pero vieron que en la epoca de nuestros abuelos era medio asi era como re normal,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0026.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0027,101,y siento que los pueblos para mi eso quedo como que estar un poquito de,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0027.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0028,112,nos ayornaron viste no llego todavia que es un delito,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0028.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0029,160,no te podes o sea no puede pasar eso un 31 de diciembre los encuentro chapando en el boliche con la hija del panadero,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0029.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0030,87,mi reaccion fue reirme de los nervios y esconderme en el baño,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0030.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0031,174,mientras mi amiga me pedia que salgamos cuando sali el macho me agarro el brazo tan fuerte que me dejo las pulseras marcadas,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0031.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0032,113,obviamente ahi se pudrio todo o eso creia yo lo fuerte viene despues,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0032.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0033,98,nosotros cuando eramos novios ibamos siempre a la iglesia catolica,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0033.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0034,96,el era el chofer del cura le manejaba la camioneta para todos lados,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0034.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0035,99,un dia lo veo con ropa y zapatillas de marca la del cocodrilo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0035.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0036,176,vos me entendes si todos te entendemos que no se podia pagar nada y andaba con ropa de primera marca,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0036.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0037,134,yo ahi sospeche porque alguien de pueblo es raro verlo con esa ropa cotidianamente,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0037.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0038,162,pero no me daba el cerebro para tanto manipulador pero ademas claro en el pueblo te miran mucho la ropa,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0038.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0039,92,y si viene alguien con ropa de marca o cambio el auto o lo que sea,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0039.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0040,86,ya todos se dan cuenta porque todos te conocen la ropa que eso no pasa en la ciudad,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0040.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0041,115,y ademas no se siento que en el pueblo hay como eventos,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0041.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0042,156,tipo la peña viste o la misa de los domingos donde todas las mujeres van vestidas bien,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0042.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0043,111,los hombres tambien y tienen ropa para eso que se las conoces la ropa,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0043.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0044,193,a eso voy y que si un dia aparece uno con ropa de la costa años despues en 2019 estoy en la casa de una compañera de la escuela,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0044.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0045,89,y salta la madre y me dice viste que tu ex se garcha al cura,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0045.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0046,121,ahi me cerro todo el pibe se juntaba con los amigos a cenar y despues se iban a la iglesia,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0046.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0047,101,pero no a rezar el rosario martin se iban a coger al cura,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0047.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0048,162,y todos lo sabian menos yo imaginate mi cara de estupida al final el mas rudo termino siendo el mas puto del pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0048.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0049,89,te amo nunca te solte la mano y espero que esta ata te este dando años de vida,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0049.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0050,94,si es lo de menos que sea el puto del pueblo es el pedo del pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0050.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0051,134,es el todo del pueblo porque este no era el que tambien estaba con la mina con vos que tenias 15 años y con la que era menor que vos,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0051.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0052,141,que no quiero ni preguntar la edad era todo del pueblo que sea el puto bueno es lo de menos me parece,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0052.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0053,121,plot twist pedo y puto si porque parecia que la anecdota iba a ir para el lado de la pedo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0053.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0054,110,y al final termino siendo como nos dio un plot twist bueno no nos dio tanto igual,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0054.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0055,116,pense que se venia mas picante o sea digo se vino picante como los titulares pero no contaste nada nena,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0055.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0056,103,ayuno una banda si ademas me encanta cuando la gente cuenta anecdotas y te pone,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0056.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0057,185,espero que te haya dado años de vida esta anecdota vos te leiste,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0057.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0058,112,vos leiste lo que escribiste te parece me resto años de vida porque pintaba bien,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0058.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0059,82,y no hay nada peor que una anecdota que pinta bien y termina siendo un fiasco,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0059.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0060,129,bueno siguiente anecdota hola hola ona como estas te cuento mi historia pueblerina,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0060.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0061,169,vivo en un pueblo de 7x4 literal todo empieza con mi deseo de estar con un famoso que vive muy cerca de mi pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0061.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0062,203,no es famoso solo de familia polista y con mucha plata durante unos años fui acercandome a su grupo de amigos todos del pueblo obvio,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0062.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0063,208,una noche del verano pasado estaba aburrida con mi amiga y me llega el mensaje que tanto esperaba si se me habia dado estar con el que tanto queria,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0063.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0064,102,no hay una coma chicos aca si se me habia dado estar con el que tanto queria,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0064.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0065,86,el concepto si se me habia dado claro porque vos no vales nada,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0065.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0066,152,se me dio ay dios gracias se me dio uno de sus amigos me mando un mensaje diciendome para hacer algo con mi amiga,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0066.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0067,188,y el y su amigo obvio dijimos que si nos pasan a buscar fuimos a su casa pasa el rato y caen dos amigos mas de ellos,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0067.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0068,131,yo ya venia a venir la quemada que nos iban a pegar todos en el pueblo los conocian,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0068.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0069,98,resulta que terminamos haciendo una orgia entre los seis ese dia salio todo bien,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0069.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0070,90,no hubo tal queja lo malo viene despues donde todo el pueblo se entero,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0070.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0071,83,lo que habia pasado y quedamos expuestas y obvios como las pubs del pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0071.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0072,122,claro es que en el pueblo no podes hacer una orgia lo que pasa es que hay cosas que pasan en el pueblo que uno piensa que no ocurren,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0072.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0073,119,por ejemplo que yo pense que la gente del pueblo no se porque decia es un pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0073.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0074,165,o sea en que contexto de un pueblo te vas a y sin embargo recorre la magic en los pueblos eh,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0074.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0075,92,pero corre y esta el dealer del pueblo y sabe donde vive,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0075.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0076,111,y hasta la policia el intendente todos saben donde vive porque es un pueblo y se recontra a dan,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0076.npz
