titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0147,102,100.5,0.0,3.08,9.441,21.82,keep,,y el auto agarro por otro lado entonces claro lo que nosotros no queriamos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0148,123,99.59,0.0,3.19,12.975,26.89,keep,,era entrar por no se donde que era que estaba toda la cola de argentino que tenias para pasar 6 horas con el
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0149,128,103.69,0.0,2.907,9.578,27.9,keep,,y pasamos por por un lugar no pasaba nada todo esto durmiendo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0150,94,104.81,0.0,2.558,6.811,19.75,keep,,llegamos a la primer frontera pasamos todo bien todo esto sin dormir
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0151,101,101.33,0.0,4.013,12.164,26.76,keep,,nos ibamos turnando nos ibamos turnando un tiempo adelante uno
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0152,107,103.52,0.0,2.522,8.329,23.83,keep,,o sea eran parejitas juancito y yo adelante manejaba el o manejaba yo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0153,98,105.59,0.0,3.28,10.295,26.34,keep,,y atras alan y luciano ir adelante era como el premio mayor o sea
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0154,107,106.46,0.0,3.146,11.251,27.85,keep,,estabas era yo te juro que convenia pagar y viajar adelante que ir atras
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0155,112,103.81,0.0,4.737,22.641,25.92,keep,,atras ibas en esta posicion amigos asi asi saben lo que es ir asi
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0156,112,103.98,0.0,3.7,8.184,22.3,keep,,horas y horas y horas bueno ibamos de parejitas ibamos yendo para brasil
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0157,127,102.75,0.0,3.105,14.189,26.14,keep,,nos dormimos los que obviamente el que iba adelante tenia que encargarse de que el conductor no se duerma
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0158,109,98.66,0.0,3.137,8.896,19.15,keep,,acompañante tenia que despertar al conductor en un momento ibamos juancito y yo manejando
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0159,109,104.37,0.0,1.766,5.997,21.38,keep,,y lulo atras con el con alan cuando estabamos manejando yo escucho que
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0160,104,103.31,0.0,2.028,6.968,24.22,keep,,el el que empezaba a hacer el camion de basura empieza a hacer ruidos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0161,101,98.39,0.0,4.942,11.132,18.49,keep,,y hace amigos les juro por mi mama por mi mama
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0162,97,96.96,0.0,4.686,10.903,20.27,keep,,que el ruido del ronquido era este estaba asi y se dormia
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0163,392,85.15,0.0,2.293,13.369,15.24,keep,,con esta cara amigos se lo juro no estoy exagerandolo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0164,122,99.09,0.0,3.278,8.404,25.06,keep,,en nada nada entonces yo lo miro a juancito le digo amigo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0165,101,105.02,0.0,2.359,6.126,21.66,keep,,vos no nos avisaste de esto entonces dice si ya se va a haber problemas
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0166,106,100.92,0.0,2.847,8.174,21.77,keep,,obvio que va a haber problemas le digo luciano duerme con esto yo no duermo con esto amigo me dice
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0167,112,101.07,0.0,2.812,9.752,20.77,keep,,y pasa que bueno mira despues lo hablamos pero no arranquemos el viaje asi
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0168,107,102.4,0.0,3.398,7.829,21.42,keep,,amigo recien vamos no se 700 kilometros si vamos 700 kilometros amigo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0169,108,97.9,0.0,3.053,6.634,17.82,review,boca_inactiva,el chabon ya se durmio no deja dormir al resto digo vos escuchaste como hace esto no es un ser humano
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0170,117,101.45,0.0,3.361,8.02,21.18,keep,,es un camion de basura digo agarra pone la pala del camion de basura cuando esta compactando basura
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0171,91,103.76,0.0,3.039,8.528,24.15,keep,,es mas invencioso que esto y el chabon a veces parecia que se moria
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0172,209,106.64,0.0,3.096,13.624,27.5,keep,,amigos hacia y vos decis se va a morir que pase algo o sea o que se muera o que se despierte
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0173,118,101.68,0.0,2.816,8.942,20.81,keep,,pero que bueno a todo esto yo ya estaba o sea hasta ahi estaba bien
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0174,125,107.17,0.0,2.503,6.925,21.21,keep,,porque yo iba adelante y todavia no me habia dormido en el tiempo que se habia dormido el
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0175,110,98.4,0.0,3.174,11.282,19.99,keep,,entonces bueno nada estabamos en viaje ya estabamos llegando a brasil
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0176,97,104.74,0.0,2.533,7.309,23.11,keep,,en un momento se pone a manejar el camion de basura que decia no yo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0177,145,104.4,0.0,3.412,11.153,33.96,keep,,manejo perfecto yo soy fangio yo soy ayrton senna
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0178,100,102.75,0.0,3.229,8.382,26.99,keep,,a todo esto todos nos mirabamos porque tenia una pinta de que era todo mentira cuestion amigos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0179,98,103.51,0.0,3.161,7.945,22.69,keep,,que tenia un gps de pozos aparecio un pozo en el gps y el chabon a 140
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0180,202,105.24,0.0,3.333,10.118,21.8,keep,,el 580 10 metros entonces en un momento claro juancito que era el dueño del auto agarraba y decia
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0181,94,108.55,0.0,2.992,7.671,23.68,keep,,boludo te estas comiendo todos los pozos vamos a reventar una cubierta o sea fijate
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0182,93,106.13,0.0,3.032,8.154,25.14,keep,,esquivalo los pozos dice no no si pasa que si esquivaba huesos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0183,112,103.34,0.0,2.937,6.219,17.92,review,boca_inactiva,tenia que agarrar otro dice amigo estoy viendo la ruta vas a romper todo el auto estamos en el medio de la selva
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0184,132,100.97,0.0,2.607,8.147,20.92,keep,,te das cuenta que aca no hay nada bueno juancito ya lo ultimo ibamos todos asi con cara de orto
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0185,254,97.78,0.0,2.679,11.99,17.39,keep,,y hacia y yo lo miraba a juancito y juancito hacia y hacia y era lo unico que hacia
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0186,112,98.94,0.0,3.395,13.919,26.35,keep,,ya no le decia nada porque ya el ambiente adentro del auto estaba bastante tenso
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0187,95,101.87,0.0,3.827,9.245,18.16,keep,,a todo esto luciano ya se empezaba a poner ansioso porque san pablo se acercaba
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0188,122,99.54,0.0,4.207,17.655,33.14,keep,,o sea ya ah no no paren antes de eso en un momento me despierto
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0189,98,102.07,0.0,3.747,11.618,25.67,keep,,y se vamos a cargar combustible que alla dicen benzina cuando vamos a cargar combustible
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0190,119,101.14,0.0,3.944,13.234,29.84,keep,,frenamos hola si como te va lleno de premium no se fala
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0191,185,100.75,0.0,3.628,12.18,32.98,keep,,no se fala fala no se no se  no digo amigo en que momento entramos a brasil
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0192,109,103.27,0.0,3.787,9.786,27.39,keep,,entonces me dice estas flasheando jero amigo este chabon hablo en portugues
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0193,89,105.05,0.0,3.114,5.916,22.59,keep,,no no estamos en uruguay no estamos en uruguay boludo boludo esto es brasil
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0194,140,100.77,0.0,2.997,8.258,22.89,keep,,hablo en brasil este hablo en portugues es br a ver preguntale preguntale acepta reais
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0195,109,104.02,0.0,3.924,8.267,20.56,keep,,si mais reais eu peco uruguay entonces amigo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0196,112,104.39,0.0,4.194,13.243,23.22,keep,,es br te das cuenta entonces le digo loco donde estamos entonces dice
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0197,112,100.76,0.0,3.815,7.793,28.09,keep,,en rivera esto es partido rivera no se que mierda me entro a decir digo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0198,88,103.37,0.0,2.593,6.877,19.7,keep,,pero esto es brasil o es uruguay entonces claro no entendiamos nada
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0199,103,92.28,0.0,4.232,11.728,22.98,keep,,hasta que encontramos una persona que hablaba español entonces dice no
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0200,96,104.18,0.0,2.621,6.786,22.18,keep,,ustedes entraron aca hay una frontera que es uruguay
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0201,139,104.2,0.0,2.383,6.745,25.02,keep,,y brasil y es frontera entonces hablan portugues pero este es el lado de brasil
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0202,108,102.96,0.0,3.6,15.151,25.99,keep,,uy boludo dije no pasamos por no hicimos la entrada al pais
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0203,115,104.17,0.0,4.48,12.406,21.94,keep,,estamos en brasil pelotudo entonces me dice no dice y ahora que hacemos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0204,104,104.27,0.0,3.628,7.763,21.21,keep,,volvemos y entramos por otro lado no ni en pedo estas viendo el gps
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0205,116,103.76,0.0,2.677,6.449,19.72,keep,,bueno lulo a todo esto ya estaba desquiciado decia esto ya me huele mal
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0206,97,100.53,0.0,2.556,6.345,19.51,keep,,ya estamos llegando a san pablo y no estan prestando atencion
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0207,109,101.33,0.0,2.856,6.512,20.68,keep,,y saben que pasa si en san pablo nos equivocamos bueno digo luciano calmate
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0208,97,101.4,0.0,3.213,14.116,23.08,keep,,porque faltan mil kilometros para san pablo no se cuanto falta para san pablo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0209,139,103.09,0.0,2.972,8.361,23.65,keep,,falta un monton para san pablo bueno agarramos le digo dice cambiemos que no maneje mas este chabon
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0210,84,102.85,0.0,4.354,10.922,23.43,keep,,porque esta agarrando todos los pozos y aca la ruta esta malisima a todo esto
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0211,104,111.32,0.0,3.026,10.638,24.64,keep,,frenamos en esta estacion y veiamos por la television que habia un monton de argentinos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0212,108,105.96,0.0,2.577,7.324,22.58,keep,,que se mataban en la ruta me acuerdo que en un dia murieron 11 argentinos porque alla en la ruta
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0213,100,99.13,0.0,3.749,17.456,23.29,keep,,hay muchos que son de montaña y no tienen guarray entonces vos seguis de largo y viajas
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0214,97,88.89,0.0,4.438,12.936,45.55,keep,,viajas hasta el fondo entonces agarra ya estabamos todos re perseguidos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0215,98,103.97,0.0,3.392,11.819,21.05,keep,,estamos en la autopista a todo esto ya dormir de dia todos chivados
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0221,99,107.0,0.0,4.566,13.724,26.62,keep,,levantabas temperatura entonces te levantabas todo chivado por arriba por abajo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0222,105,102.44,0.0,3.836,11.227,25.25,keep,,te daba frio y el sol no no no era un asco habia una humedad
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0223,111,96.28,0.0,4.912,15.41,25.41,keep,,porque ya estabamos o sea como en la parte cerca de misiones
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0224,119,102.39,0.0,6.403,15.558,24.91,keep,,o sea mas o menos mas arriba de misiones imaginense la humedad que hay bueno luciano y yo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0226,92,103.0,0.0,2.755,7.117,23.93,keep,,para manejar de diferentes maneras o sea al que le tocaba le tocaba
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0227,134,107.87,0.0,2.701,6.868,23.32,keep,,no podiamos respetabamos las horas de sueño y de manejo o sea nunca una persona podia manejar mas de ocho horas
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0228,87,107.23,0.0,2.731,6.798,21.41,keep,,el turno anterior habia sido el de lulo no habia sido el de juancito y yo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0229,84,107.24,0.0,2.816,6.704,27.84,keep,,le tocaba a lulo y a el y lulo ya habia manejado le tocaba al gordo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0230,139,100.29,0.0,3.777,9.708,21.32,keep,,bueno le tocaba a alan al camion de basura ya camion de basura entonces luciano se sienta de copiloto
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0231,113,101.31,0.0,2.893,9.042,23.41,keep,,y el chabon adelante entonces estabamos viendo los carteles de cercania a san pablo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0232,101,103.85,0.0,2.774,9.287,24.53,keep,,entonces tambien el problema era que decian che el asiento mas adelante
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0233,99,102.91,0.0,3.564,9.583,27.38,keep,,loco no entramos atras no el asiento mas atras bueno llegabamos a san pablo veiamos los carteles
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0234,89,104.34,0.0,2.769,9.252,26.54,keep,,y yo veia que luciano ya empezaba a ponerse loco entonces
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0235,84,97.0,0.0,3.058,7.651,20.05,keep,,luciano de copiloto y el gordo manejando el camion de basura manejando
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0236,166,104.8,0.0,1.809,5.128,17.85,review,boca_inactiva,ah dice bueno escuchame una cosa estamos llegando a san pablo ahora tenes que poner maxima atencion en todo lo que te voy a decir
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0237,130,105.27,0.0,1.958,6.173,19.77,keep,,vos no vas a mirar el gps si no vas a mirar el gps vas a escuchar lo que yo te digo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0238,120,103.7,0.0,2.765,6.937,22.19,keep,,y vas a hacer lo que yo te digo bueno bueno entonces estabamos asi san pablo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0239,97,103.59,0.0,3.215,9.404,20.22,keep,,no se cuanto llegando en un momento llegamos a las autopistas llegamos a las autopistas
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0240,124,103.75,0.0,2.792,8.589,24.09,keep,,y habiamos cambiado yo les habia cambiado al gps le habia cambiado
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0241,111,108.14,0.0,3.231,8.758,23.89,keep,,vieron que todo tenia una flechita al gps bueno yo le habia cambiado y puse un pajarito que volaba
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0242,105,103.21,0.0,3.033,7.767,22.82,keep,,entonces vos veias el pajarito que volaba en el mapa entonces estaba vos veias el pajarito
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0243,101,104.5,0.0,3.249,6.916,17.69,review,boca_inactiva,en un momento empezamos a ver y yo veia que habia autopistas que nos pasaban por arriba
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0244,113,104.36,0.0,2.304,6.486,19.74,keep,,y no estaban en el mapa entonces yo le digo ah vos actualizaste el gps
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0245,110,102.95,0.0,2.526,6.295,18.52,keep,,le digo porque porque toda esta ruta que estan pasandonos por arriba yo no la veo en el mapa
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0246,112,106.09,0.0,2.261,7.664,22.17,keep,,entonces dice uh me olvide pero no pasa nada seguimos los carteles
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0247,88,101.59,0.0,3.655,9.417,20.57,keep,,vos sos pelotudo y ahi luciano le exploto pero fue increible
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0248,123,99.5,0.0,3.659,10.054,22.93,keep,,al toque dijo vos sos pelotudo aparte imaginate una persona con la que no tenes confianza
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0249,89,104.58,0.0,2.725,7.677,24.66,keep,,que la viste una vez en tu vida hace horas la conoces ya se estaban insultando
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0250,92,103.19,0.0,3.395,8.208,20.08,keep,,o sea luciano insultaba a el por parte de luciano te mata vos sos pelotudo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0251,98,98.52,0.0,3.253,10.744,27.16,keep,,lo unico que te dije es que actualizaste el gps ahora nos vamos a morir
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0252,100,99.09,0.0,3.614,10.157,22.74,keep,,ahora no sabemos que hacer y ahora como mierda sabemos entonces le digo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0253,117,106.45,0.0,3.124,9.519,22.13,keep,,bueno paren paren paren baja la velocidad miremos los carteles y tratemos de deducir entre todos
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0254,105,96.03,0.0,3.262,9.793,24.77,keep,,por donde mierda ir no nos vamos a morir vamos a morir lo unico que te dije
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0255,100,100.96,0.0,5.563,12.778,21.81,keep,,actualizar el gps dice bueno me olvide pasa que sali con todo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0256,89,99.44,0.0,3.375,8.243,24.74,keep,,agarre los sandwiches que mierda me importan los sandwiches yo te dije que traigas sandwiches
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0257,95,96.68,0.0,4.532,7.871,26.43,keep,,te dije que actualices el gps porque teniamos que pasar por san pablo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0258,95,106.6,0.0,3.569,9.659,25.29,keep,,y aca no entonces bueno discusion digo luciano para de gritar no se griten mas
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0259,92,104.15,0.0,3.008,7.524,20.35,keep,,vamos a solucionarlo a todo esto ya habia que girar en un momento el gps empieza a decir
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0260,114,107.02,0.0,2.435,7.732,25.75,keep,,a mil metros gire a la derecha bueno tirate a la derecha entonces va el gordo y dice
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0261,102,103.33,0.0,3.131,8.976,25.74,keep,,tirate a la derecha no puedo tengo un camion te estoy diciendo que te tires a la derecha
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0262,104,106.69,0.0,3.473,11.673,31.18,keep,,a 500 metros doble a la derecha tirate a la derecha tengo un camion con acoplado
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0263,109,103.49,0.0,4.15,12.645,33.26,keep,,luciano no puedo tirate a la derecha doble a 200 metros
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0264,169,105.08,0.0,3.186,12.164,30.18,keep,,tome la salida no puedo dobla dobla no puedo recalculando
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0265,123,97.64,0.0,5.902,13.244,27.84,keep,,no no sos un imbecil ves que sos un imbecil nos vamos a morir
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0266,112,99.63,0.0,4.938,12.427,34.65,keep,,no se que le dice digo para para para para digo frena el auto
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0267,100,101.2,0.0,3.73,11.722,30.63,keep,,frena el auto no se puede frenar aca dice yo te dije que doy a esa derecha
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0268,115,95.94,0.0,4.757,12.821,24.56,keep,,que carajo estas haciendo te das cuenta ahora ahora estamos perdidos en san pablo
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0269,104,103.37,0.0,4.168,10.59,33.2,keep,,y ahora vos no sabes lo que es esto mira ves todas las favelas que hay aca al costado
ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0270,89,95.88,0.0,4.13,11.324,26.4,keep,,no entendes nada nada sos un pelotudo sos un inservible
