titulo,clip,veredicto,ov_propio,ov_prev,ov_next,audio_transcripto,texto_asignado
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0125,ok,0.727,0.364,0.000,la linque dineta por que porque cabo verde recurrio a lin,la linkedineta por que porque cabo verde recurrio a linkedin
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0126,ok,0.750,0.000,0.000,dinkidin para jugar el mundial no juntaban on,para jugar el mundial no juntaban once
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0127,ok,0.917,0.000,0.167,11 y pusieron avisos en linkedin lo cual nos hace pensar que,y pusieron avisos en linkedin lo cual nos hace pensar que
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0128,ok,0.875,0.188,0.375,que si algunos de nosotros nos ibamos a vivir a cabo verde en algun momento de la vida,si alguno de nosotros nos ibamos a vivir a cabo verde en algun momento de la vida
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0129,ok,0.727,0.273,0.182,podiamos llegar a jugar en la seleccion podeis que jugadas en caverde,podiamos llegar a jugar en la seleccion vos decis que jugabas en cabo verde
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0130,drift_next,0.308,0.154,0.462,se se bueno se que hoy que jugo los decia yo si nacio en cador de,si sabes que jugador hubiese sido yo si nacia en cabo verde
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0131,ok,1.000,0.267,0.333,yo creo que cuatro suplentes de cabo no hoy pero si a los 20 años,yo creo que cuatro suplentes de cabo verde no hoy pero si a los 20 años
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0132,ok,0.833,0.417,0.000,me iba a ir a cabo verde y me editaba entrenar y que se yo,me iba a vivir a cabo verde si y me dedicaba a entrenar y que se yo
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0133,ok,0.800,0.100,0.000,de una manera de ninguna manera pero si estan llamando por link,de nueve de ninguna manera pero si estan llamando por linkedin
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0134,ok,0.750,0.000,0.125,amigo el arquero es el electricista no el arquero tiene jugador,amigo el arquero es electricista no el arquero juega en portugal
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0135,texto_dudoso,0.250,0.250,0.250,no no que entendemos ay no no ay no no,gente no me fue a vivir a cabo verde hay toda una cosa
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0136,ok,0.688,0.062,0.062,de que cuando los equipos africanos se empatan y dicen esto tipo bien abajo una destru,que cuando los equipos africanos se empatan dicen estos tipos viven abajo de una avestruz
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0137,ok,0.583,0.000,0.167,y son juegan en la premia libre no saben ni donde quedo,y juegan en la premier league no sabian ni donde quedaba
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0138,texto_dudoso,0.000,0.000,0.000,jajaja gunna,cabo verde vos vos te tenes que levantar te tenes que levantar la gente no lo vio pero se acaba de agarrar la garcha
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0139,texto_dudoso,0.000,0.091,0.091,ha constructionamos hoyierte calcium pleottong exacto de un lindo par de yeogiggaji,si yo lo vi te agarraste la garcha completamente desubicado
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0140,texto_dudoso,0.000,0.000,0.000,river luper paso,por favor el primer rival de españa
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0141,ok,1.000,0.091,0.182,en la copa del mundo es el segundo pais mas pequeño,en la copa del mundo es el segundo pais mas pequeño
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0142,ok,0.846,0.231,0.000,pequeño en jugar una fase final la nota cuenta que por la baja canta,en jugar una fase final la nota cuenta que por la baja cantidad
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0143,texto_dudoso,0.364,0.273,0.000,la cantidad de poblacion recurriera en aucar futbolistas de raices cabo verdillanas,de poblacion recurrieron a buscar futbolistas de raices caboverdianas
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0144,ok,0.700,0.100,0.300,utilizando linkadin asi que casi llegan a ir con costa,utilizando linkedin asi fue que casi llegan a ayrton costa
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0145,ok,0.615,0.231,0.077,costa no casi se puede cair tan costa el mundial el que tambien tuvo que actualizar,casi juega ayrton costa el mundial el que tambien tuvo que actualizar
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0146,ok,0.750,0.125,0.125,el cv es el dt de tunesse luego de perder,el cb es el dt de tunez luego de perder
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0147,ok,0.615,0.154,0.077,de ver muy raro el primer partido bueno cinco vale si conmigo pero muy raro,muy raro en el primer partido bueno cinco goles pero muy raro
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0148,ok,0.667,0.000,0.133,como se ha echado a este tipo de privilafeter esto no sucede nunca no se para mi,como vas a echar al tecnico de la primera fecha esto no sucede nunca no se para mi
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0149,texto_dudoso,0.286,0.286,0.143,que tiene que tu apunto como se empaho,argentina que estuvo a punto como con sampaoli sampaoli si claro
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0150,ok,0.889,0.111,0.389,claro yo creo que no debe ser la primera vez que echa un tecnico en el medio del mundial,no yo creo que no debe ser la primera vez que echan un tecnico en el medio del mundial
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0151,ok,0.923,0.538,0.000,pero no es la primera vez y contrataron al que era el tecnico,no no no es la primera vez y contrataron al que era el tecnico
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0152,ok,0.778,0.000,0.000,de arabia saudita sabrila mushi fue destituido de su cargo,de arabia saudita sabri lamouchi fue destituido de su cargo
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0153,ok,0.500,0.000,0.143,largo trascar 5 a 1 ante suencia en el que dijo que vamos a ir a cambeones,tras caer 5 a 1 ante suecia ese es el que dijo que ibamos a salir campeones
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0154,ok,0.824,0.118,0.000,si lo en el que contaron claro que contrataron exactamente las selecciones orientales son cada vez mas competitivas,si el que contrataron ah claro el que contrataron exactamente las selecciones orientales son cada vez mas competitivas
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0155,ok,0.800,0.100,0.000,si vas algunos jugadores incluso podrian hacerse pasar por argentinos,algunos jugadores incluso podrian hacerse pasar por argentinos
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0156,texto_dudoso,0.417,0.000,0.083,toma nomate che que el capo este en creingla que rina la canberita,tomando mate llega el capo este increible que linda la camperita eh
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0157,ok,0.800,0.267,0.133,tomando mate me mata impresionante creo que el fantino tenia razon al final o no,tomando mate me mata impresionante me parece que infantino tenia razon al final o no
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0158,ok,0.750,0.125,0.125,podemos decirlo eso fantino adios ah que disfante que disfante,podemos decirlo eso fantino fantino fantino ah que dijo infantino
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0159,ok,0.929,0.071,0.214,con el mundial que organizo despectacular al mundial muchos equipos esta bien al final o no,no con el mundial que organizo espectacular el mundial muchos equipos esta bien al final o no
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0160,ok,1.000,0.364,0.091,que haya mas equipos todo de este mundial me parece espectacular,marcos que haya mas equipos si yo compre todo de este mundial me parece espectacular
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0161,ok,0.625,0.125,0.250,estas haciendo un gran gran mundial buenos partidos buenas partidos,esta siendo un gran gran mundial buenos partidos buenos partidos
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0162,ok,0.500,0.143,0.214,no flor flessa no coincideis se buen mundial tap por ahora bien haciendo un buen bueno,no flor flesa no coincidis si buen mundial por ahora viene siendo un buen mundial
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0163,ok,0.929,0.071,0.143,bueno parte bueno defienden bueno por el motivo que sea y de corea pasamos a japon,son buenos partidos porque no defienden bueno por el motivo que sea y de corea pasamos a japon
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0164,ok,1.000,0.182,0.182,para destacar el mejor dato de toda la historia de los mundiales,para destacar el mejor dato de toda la historia de los mundiales
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0165,ok,0.750,0.167,0.000,el japon es cubo es el primer jugador con nombre de una forma geometric,el japones kubo es el primer jugador con nombre de una forma geometrica
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0166,ok,0.750,0.000,0.125,que disputa 3 mundiales supero arredondo y cuadrado,que disputa tres mundiales supero a redondo y cuadrado
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0167,ok,1.000,0.077,0.231,ambos con solo dos participaciones quiero aclarar que tiene un error el tweet,ambos con solo dos participaciones quiero aclarar que tiene un error el tweet
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0168,texto_dudoso,0.300,0.200,0.000,tuave rendering tu juguDe  gems un solo mundial ay buenovagoity,porque redondo jugo un solo mundial no y kubo no va con k ah si
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0169,ok,0.500,0.125,0.250,esta muy beeeep jerk esta muy bien twitter ahora y,esta muy bien twitter brasil
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0170,ok,0.600,0.000,0.200,no no no si porque ahora tu y te hairtio una funcion,no conozco si porque ahora twitter tiene una funcion
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0171,ok,0.833,0.083,0.083,funcion que traduce automaticamente los tweets entonces te pueden aparecer tweets de veracion,que traduce automaticamente los tweets entonces te puedes poner un nombre y te pueden aparecer tweets de brasil
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0172,ok,0.778,0.111,0.222,y estan jodiendo mucho con cancelotti odia a andri,y estan jodiendo mucho con que ancelotti odia a hendrik
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0173,ok,0.750,0.500,0.000,y estan muy muy muy muy muy muy muy muy muy raciosos,y estan muy muy muy muy muy graciosos
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0174,ok,0.667,0.000,0.111,bueno no jugo a un minuto no trama de no jugo a un minuto gente,bueno no jugo ni un minuto contra marcos no jugo ni un minuto gente
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0175,ok,0.500,0.000,0.500,rida el mejor argentino amor y,parrida el mejor argentino a morir
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0176,texto_dudoso,0.000,0.000,0.000,que beau dejar ferir eran grabando y camurowa,el mejor argentino a morir
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0177,ok,0.833,0.167,0.000,el premio de hoy es conectivo,el premio de hoy es colectivo
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0178,ok,1.000,0.000,0.071,en la previa del dia del padre se lo llevan estos hombres y su hija,en la previa del dia del padre se lo llevan estos hombres y su hija
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0179,ok,0.857,0.143,0.000,sus hijas en el tacher de peinado,sus hijas en el taller de peinado increible
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0180,texto_dudoso,0.071,0.000,0.000,ta metta duna hold up thats stir prePu  baby ex only ta esta un aprendiendo,espectacular espectacular excelente estaban aprendiendo
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0181,ok,0.556,0.000,0.111,no nico estaba elaborando puse una peluqueria si empresionando,no nico estaban laburando pusieron una peluqueria si impresionante
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0182,texto_dudoso,0.000,0.000,0.000,,taller de peinado no yo quiero aplaudir a estos padres
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0183,texto_dudoso,0.143,0.143,0.000,ahora quiero complizar la momento en passe medDa  ugah no estan creando ah  y,ahora cuando termine el video pense que ibas a decir otra cosa no increible
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0184,texto_dudoso,0.300,0.100,0.100,no es una tan muri impresionante aplaudimos pede anti anticonceptivo,me da una ternura impresionante aplaudimos pedro antianticonceptivo
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0185,ok,0.700,0.100,0.000,aplaudimos sabe mientras fue al argentina esto en serio menteira,aplaudimos fue mientras jugaba argentina esto en serio mentira
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0186,texto_dudoso,0.000,0.000,0.000,,no por favor cualquier cosa dice nico cualquier cosa
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0187,ok,1.000,0.000,0.182,amigos asi termina una nueva edicion de esta semana en springfield,amigos asi termina una nueva edicion de esta semana en springfield
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0188,ok,1.000,0.105,0.000,y esperamos que la hayan disfrutado tanto como nosotros y recuerden que si en los ultimos minutos les sacamos una sonrisa,esperamos que la hayan disfrutado tanto como nosotros y recuerden que si en los ultimos minutos les sacamos una sonrisa
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0189,ok,0.625,0.000,0.000,por esa poder asociarse a gelatina entrando a gelatinacomar,pueden asociarse a gelatina entrando a gelatinacomar
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0190,ok,0.875,0.000,0.000,o escañando el qr que esta exactamente aqui,o escaneando el qr que esta exactamente aqui
BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,clip_0191,ok,1.000,0.000,0.000,nos vemos la proxima semana,los queremos mucho nos vemos la proxima semana
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0000,ok,0.650,0.000,0.450,a ver se de la silla prepara el sencuto artista de avena porque voy a contar la primera vez que fui a un teilo,preparense agarrense de la silla preparense tu tortilla de avena porque voy a contar la primera vez que fui a un telo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0001,ok,0.688,0.250,0.188,la verdad que su un telomiso fue el año nuevo de 2019 el año no que es para 2000,la primera vez que fui a un telo amigos fue en año nuevo de 2019 el año nuevo que es para 2020
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0002,ok,0.733,0.200,0.067,que es brutal la historia es muy buena y te daras ya me la veo me pongo nervioso me pongo nervioso,es que es brutal la historia es brutal es muy buena yo me la veo me pongo nervioso me pongo nervioso
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0003,ok,0.818,0.091,0.545,comis amigos habiamos arreglado de ir una joda la joda miran palermo,con mis amigos habiamos arreglado de ir a una joda la joda era en palermo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0004,ok,0.500,0.154,0.192,yo antes de ir a las cosas yo te hablo unas buenas chicas por instagram tarririririri bueno habiamos hablado que es yo que lo otro y de aquel dia me,yo antes de ir a la joda yo estaba hablando con una chica por instagram estaba re re re buena habiamos hablado que se yo que lo otro y la queria ver
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0005,ok,0.933,0.533,0.400,entonces como veis yo la queria ver y la mina iba a una plaza y yo queria ir a esa plaza,entonces como que yo la queria ver y la mina iba a una plaza y yo queria ir a esa plaza
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0006,ok,0.824,0.353,0.353,pero que pasa mi sabido quiere ir a la joda mia yo no quiere ir a la joda yo quiere ir con la mia porque queria estar con la mia,pero que pasa mis amigos querian ir a la joda mia yo no queria ir a la joda yo queria ir con la mina porque queria estar con la mina
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0007,ok,0.929,0.429,0.214,pero bueno a final fuimos a la joda que pasa a la joda esta explotada estaba muy buena muy bueno,pero bueno al final fuimos a la joda que pasa la joda estaba explotada estaba muy buena muy buena
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0008,ok,0.692,0.192,0.115,bueno a mi un monton de gente un monton de escalos llegabamos minas que yo la estamos pasando bien yo estaba re re re re re pido con mis amigos bailando que esto que el otro,habia un monton de gente un monton de escabios llegabamos mia la estabamos pasando re bien yo estaba re re re en pedo con mis amigos bailando que esto que lo otro
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0009,ok,0.882,0.059,0.176,pero que pasa mi amigo gonza gonza viene y me dice amigo nos queremos quirnos quieren cagar a palo,pero que pasa mi amigo gonza gono viene y me dice amigo nos tenemos que ir nos quieren cagar a palo
